
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
9676,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9677,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
9678,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9679,Entry-Retail,Retired,2,Champion,Entry-Retail Retired,Casa,HIGH,-1,1.0,18636.0,2.0,4.0,0.0,0,0,0,0
9680,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9681,Entry-Retail,Young Single,1,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9682,Mid-Retail,Retired,0,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9683,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
9684,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,4,0.0,0.0,2.0,2.0,1.0,0,0,1,0
9685,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,CRITICAL,-1,0.0,0.0,3.0,0.0,0.0,0,0,1,0
9686,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,1.0,26536.0,4.0,10.0,0.1,0,0,1,0
9687,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,2716.0,4.0,3.0,0.0,0,0,1,0
9688,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9689,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9690,Upper-Retail,Pre-Retirement,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,0,1.0,20817.0,3.0,1.0,0.0,0,0,1,0
9691,Upper-Retail,Young Family,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,HIGH,3,0.0,0.0,4.0,2.0,0.0,0,0,1,0
9692,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9693,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
9694,Entry-Retail,Young Family,2,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
9695,Entry-Retail,Retired,1,Champion,Entry-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,7.0,0.2857142857142857,0,0,0,0
9696,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
9697,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,5.0,0.2,0,0,0,0
9698,Upper-Retail,Pre-Retirement,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
9699,Entry-Retail,Pre-Retirement,3,Champion,Entry-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
9700,Entry-Retail,Established Family,2,Champion,Entry-Retail Established Family,Casa,CRITICAL,-1,1.0,11991.0,3.0,6.0,0.0,0,0,0,0
9701,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9702,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9703,Upper-Retail,Retired,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,43967.0,3.0,2.0,0.0,0,0,1,0
9704,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,6.0,0.5,0,0,0,0
9705,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9706,Mid-Retail,Young Family,1,At-Risk,Mid-Retail Young Family,Casa,LOW,-1,1.0,10191.0,1.0,0.0,0.0,0,0,0,0
9707,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,1.0,10398.0,3.0,3.0,0.0,0,0,0,0
9708,Upper-Retail,Established Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,1.0,0.0,0,0,1,0
9709,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9710,Upper-Retail,Young Professional,0,Neutral,Upper-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,0.0,4.0,0.25,0,0,0,0
9711,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9712,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9713,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
9714,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,3.0,4.0,0.0,0,0,1,0
9715,Mid-Retail,Pre-Retirement,0,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9716,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
9717,Entry-Retail,Established Family,2,Neutral,Entry-Retail Established Family,Casa,LOW,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
9718,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9719,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,4.0,0.25,0,0,0,0
9720,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
9721,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9722,Upper-Retail,Retired,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,4,1.0,38741.0,2.0,1.0,1.0,0,0,1,0
9723,Upper-Retail,Retired,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9724,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,4.0,2.0,0.0,0,0,1,0
9725,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,3.0,5.0,0.2,0,0,0,0
9726,Upper-Retail,Retired,1,Champion,Upper-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9727,Mid-Retail,Young Family,0,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9728,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9729,Entry-Retail,Pre-Retirement,1,Neutral,Entry-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9730,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9731,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9732,Upper-Retail,Established Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
9733,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9734,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,3144.0,1.0,1.0,0.0,0,0,0,0
9735,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
9736,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9737,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,25340.0,2.0,7.0,0.0,0,0,1,0
9738,Entry-Retail,Established Professional,1,Champion,Entry-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9739,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9740,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9741,Entry-Retail,Young Professional,0,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9742,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9743,Upper-Retail,Retired,2,Champion,Upper-Retail Retired,Casa,CRITICAL,4,0.0,0.0,3.0,2.0,0.5,0,0,0,0
9744,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9745,Upper-Retail,Established Professional,2,At-Risk,At-Risk High Value,Retention,LOW,2,0.0,0.0,2.0,4.0,0.0,0,0,0,0
9746,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9747,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9748,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
9749,Upper-Retail,Pre-Retirement,2,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,2,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9750,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9751,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
9752,Upper-Retail,Established Family,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,0,1.0,36031.0,3.0,2.0,0.0,0,0,1,0
9753,Mid-Retail,Retired,0,At-Risk,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9754,Mid-Retail,Established Professional,3,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,4.0,2.0,0.0,0,0,1,0
9755,Upper-Retail,Young Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9756,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9757,Upper-Retail,Young Professional,1,Champion,Upper-Retail Young Professional,Casa,CRITICAL,-1,0.0,0.0,1.0,4.0,0.25,0,0,0,0
9758,Mid-Retail,Established Professional,2,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,1.0,14881.0,2.0,1.0,0.0,0,0,1,0
9759,Mid-Retail,Young Family,2,At-Risk,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9760,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9761,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
9762,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
9763,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,1.0,530.0,2.0,3.0,0.0,0,0,0,0
9764,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,19292.0,2.0,1.0,0.0,0,0,0,0
9765,Upper-Retail,Pre-Retirement,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,3,1.0,9161.0,2.0,2.0,0.0,0,0,1,0
9766,Entry-Retail,Established Professional,1,Neutral,Entry-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9767,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,1.0,37096.0,2.0,2.0,0.0,0,0,0,0
9768,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9769,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,41144.0,3.0,2.0,0.0,0,0,1,0
9770,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,3.0,0.0,0.0,0,0,1,0
9771,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9772,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9773,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,8.0,0.125,0,0,1,0
9774,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9775,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9776,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9777,Mid-Retail,Retired,2,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
9778,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9779,Mid-Retail,Established Professional,0,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9780,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9781,Upper-Retail,Established Family,2,Champion,Upper-Retail Established Family,Casa,HIGH,2,0.0,0.0,3.0,2.0,0.0,0,0,0,0
9782,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
9783,Entry-Retail,Established Family,2,Neutral,Entry-Retail Established Family,Casa,LOW,-1,1.0,24235.0,2.0,1.0,1.0,0,0,0,0
9784,Upper-Retail,Established Family,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
9785,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,LOW,-1,1.0,639.0,2.0,3.0,0.0,0,0,0,0
9786,Upper-Retail,Retired,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,3.0,0.3333333333333333,0,0,1,0
9787,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,16536.0,4.0,3.0,0.0,0,0,1,0
9788,Mid-Retail,Established Professional,3,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,5.0,4.0,0.0,0,0,1,0
9789,Upper-Retail,Established Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,4,0.0,0.0,3.0,2.0,0.5,0,0,1,0
9790,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,7.0,0.0,0,0,0,0
9791,Mid-Retail,Young Family,3,At-Risk,Mid-Retail Young Family,Casa,MEDIUM,-1,1.0,38298.0,3.0,2.0,0.0,0,0,1,0
9792,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9793,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,1.0,25649.0,2.0,3.0,0.0,0,0,0,0
9794,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9795,Upper-Retail,Established Professional,2,Champion,Upper-Retail Established Professional,Casa,CRITICAL,2,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9796,Upper-Retail,Established Family,2,Neutral,Upper-Retail Established Family,Casa,HIGH,0,1.0,49527.0,2.0,0.0,0.0,0,0,0,0
9797,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
9798,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9799,Mid-Retail,Young Single,2,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
9800,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,2.0,43403.0,2.0,2.0,0.0,0,0,0,0
9801,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,4.0,0.0,0,0,1,0
9802,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
9803,Mid-Retail,Pre-Retirement,3,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,4.0,1.0,1.0,0,0,1,0
9804,Upper-Retail,Young Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,1428.0,4.0,0.0,0.0,0,0,1,0
9805,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9806,Entry-Retail,Pre-Retirement,0,Champion,Entry-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,0.0,4.0,0.0,0,0,0,0
9807,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,3,0.0,0.0,3.0,1.0,0.0,0,0,1,0
9808,Mid-Retail,Retired,0,At-Risk,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9809,Mid-Retail,Young Single,1,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
9810,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9811,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
9812,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9813,Mid-Retail,Young Single,2,Champion,Mid-Retail Young Single,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.0,0,0,1,0
9814,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9815,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9816,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,3.0,0.0,0.0,0,0,0,0
9817,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,1.0,1715.0,3.0,1.0,0.0,0,0,1,0
9818,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,1.0,26783.0,3.0,2.0,0.5,0,0,0,0
9819,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
9820,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
9821,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,0.0,0.0,0,0,1,0
9822,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,2.0,46078.0,3.0,3.0,0.0,0,0,1,0
9823,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9824,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9825,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,4.0,0.25,0,0,0,0
9826,Upper-Retail,Young Professional,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,3.0,0.0,0.0,0,0,1,0
9827,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,14285.0,3.0,1.0,0.0,0,0,1,0
9828,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
9829,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,LOW,0,1.0,40616.0,4.0,1.0,0.0,0,0,1,0
9830,Upper-Retail,Pre-Retirement,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,1.0,1274.0,3.0,2.0,0.0,0,0,1,0
9831,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,6102.0,2.0,0.0,0.0,0,0,0,0
9832,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
9833,Mid-Retail,Young Professional,2,Champion,Mid-Retail Young Professional,Casa,CRITICAL,-1,1.0,15926.0,2.0,2.0,0.0,0,0,0,0
9834,Entry-Retail,Established Professional,1,Neutral,Entry-Retail Established Professional,Casa,LOW,-1,1.0,7576.0,1.0,1.0,0.0,0,0,0,0
9835,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,0.0,0.0,0,0,0,0
9836,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,1.0,37667.0,3.0,3.0,0.0,0,0,0,0
9837,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,5.0,0.0,0,0,0,0
9838,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9839,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9840,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,CRITICAL,-1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
9841,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,1.0,5.0,0.2,0,0,0,0
9842,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9843,Upper-Retail,Established Professional,1,Neutral,Upper-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9844,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
9845,Entry-Retail,Young Professional,0,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9846,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9847,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,2.0,1.0,1.0,0,0,1,0
9848,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9849,Entry-Retail,Established Family,0,At-Risk,Entry-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
9850,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
9851,Mid-Retail,Young Professional,0,At-Risk,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
9852,Entry-Retail,Young Professional,0,Neutral,Entry-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
9853,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
